word,counts,test_or_train
swiftly,1,TRAIN
bedroom,1,TRAIN
nasty,1,TRAIN
stings,1,TRAIN
"juice,",1,TRAIN
obtained,1,TRAIN
scraping,1,TRAIN
"onion,",1,TRAIN
heat's,1,TRAIN
frostbite,1,TRAIN
dynamics,1,TRAIN
ham:,1,TRAIN
criss-cross,1,TRAIN
gashes,1,TRAIN
skinless,1,TRAIN
frankfurters,1,TRAIN
trend-following,1,TRAIN
methods,1,TRAIN
puny,1,TRAIN
splendidly,1,TRAIN
tyrannical,1,TRAIN
machines,1,TRAIN
nearing,1,TRAIN
self-sufficiency,1,TRAIN
tore,1,TRAIN
whipsawed,1,TRAIN
monopolize,1,TRAIN
initiative,2,TRAIN
daydreamed,1,TRAIN
swam,1,TRAIN
splashed,1,TRAIN
"vermouth,",1,TRAIN
cafe,1,TRAIN
clarify,1,TRAIN
"tantalizing,",1,TRAIN
bizarre,1,TRAIN
enigma,1,TRAIN
"ate,",1,TRAIN
talked,4,TRAIN
truck,1,TRAIN
"hey,",1,TRAIN
mother's,1,TRAIN
donated,1,TRAIN
tackle,1,TRAIN
bazaar,1,TRAIN
inhabit,1,TRAIN
secret,1,TRAIN
centered,1,TRAIN
codes,1,TRAIN
phones,1,TRAIN
gyrocompass,1,TRAIN
heading,1,TRAIN
confabulation,1,TRAIN
determine,1,TRAIN
bills,1,TRAIN
rides,1,TRAIN
tame,1,TRAIN
mostly,1,TRAIN
pilots',1,TRAIN
ridiculously,1,TRAIN
weren't,1,TRAIN
paid,1,TRAIN
ole,1,TRAIN
"same,",1,TRAIN
thrill,1,TRAIN
housework,1,TRAIN
report,1,TRAIN
headquarters,1,TRAIN
"left,",1,TRAIN
following,2,TRAIN
matching,1,TRAIN
yarn,1,TRAIN
needle,1,TRAIN
paintings,1,TRAIN
constructions,1,TRAIN
crashing,1,TRAIN
excess,1,TRAIN
edges,1,TRAIN
exception,1,TRAIN
statutory,1,TRAIN
merger,1,TRAIN
consolidation,1,TRAIN
shelves,1,TRAIN
unbound,1,TRAIN
periodical,1,TRAIN
stockroom,1,TRAIN
"cookies,",1,TRAIN
nora,2,TRAIN
blunt,1,TRAIN
"and,",1,TRAIN
"turn,",1,TRAIN
amateur,1,TRAIN
fine-feathered,1,TRAIN
birds,2,TRAIN
"manners,",1,TRAIN
reads,1,TRAIN
follows:,1,TRAIN
hands;,1,TRAIN
urgent,1,TRAIN
visage,1,TRAIN
beckons,1,TRAIN
airplanes,1,TRAIN
indicated,1,TRAIN
hum,1,TRAIN
gurgle,1,TRAIN
gait,1,TRAIN
convey,1,TRAIN
words,2,TRAIN
sorry,1,TRAIN
identify,1,TRAIN
opium,1,TRAIN
remaining,1,TRAIN
ingredients,1,TRAIN
"puzzlement,",1,TRAIN
"overlap,",1,TRAIN
cure,1,TRAIN
glued,1,TRAIN
"girls,",1,TRAIN
overprotection,1,TRAIN
pervasive,1,TRAIN
"smiled,",1,TRAIN
gleamed,1,TRAIN
modeled,1,TRAIN
olive,1,TRAIN
"today,",1,TRAIN
train,1,TRAIN
preprepared,1,TRAIN
agenda,1,TRAIN
arrive,1,TRAIN
spatial,1,TRAIN
images,1,TRAIN
differences,1,TRAIN
"social,",1,TRAIN
"economic,",1,TRAIN
educational,1,TRAIN
backgrounds,1,TRAIN
"collie,",1,TRAIN
wire-haired,1,TRAIN
terrier,1,TRAIN
rhinoceros,1,TRAIN
fight,1,TRAIN
flash,2,TRAIN
illumined,1,TRAIN
bolt,1,TRAIN
twigged,1,TRAIN
directions,1,TRAIN
cooked-over,1,TRAIN
oatmeal,1,TRAIN
achieve,1,TRAIN
realizing,1,TRAIN
half-inch,1,TRAIN
narrower,1,TRAIN
comrades,1,TRAIN
"gosh,",1,TRAIN
"morgue,",1,TRAIN
"whorls,",1,TRAIN
riverbank,1,TRAIN
alcoves,1,TRAIN
arcade,1,TRAIN
flexible,1,TRAIN
uncommon,1,TRAIN
superbly,1,TRAIN
disciplined,1,TRAIN
sculptor,1,TRAIN
bugeyed,1,TRAIN
"amazed,",1,TRAIN
fenced,1,TRAIN
"unfenced,",1,TRAIN
pool-side,1,TRAIN
horseplay,1,TRAIN
"honey,",1,TRAIN
whispered,1,TRAIN
raked,1,TRAIN
barn,1,TRAIN
heavier,1,TRAIN
anticipated,1,TRAIN
"trade,",1,TRAIN
indemnity,1,TRAIN
sounded,1,TRAIN
ripping,1,TRAIN
actors,1,TRAIN
portray,1,TRAIN
roles,1,TRAIN
y'all,1,TRAIN
wanna,1,TRAIN
toll,1,TRAIN
helping,1,TRAIN
revenues,1,TRAIN
displacement,1,TRAIN
"nowadays,",1,TRAIN
recalled,1,TRAIN
conceivably,1,TRAIN
submarine,1,TRAIN
solved,1,TRAIN
sufficient,1,TRAIN
selection,1,TRAIN
that's,1,TRAIN
headache,1,TRAIN
sailboat,1,TRAIN
minute,1,TRAIN
becalmed,1,TRAIN
borrow,1,TRAIN
attributed,1,TRAIN
helium,1,TRAIN
"slowed,",1,TRAIN
ashamed,1,TRAIN
receiving,1,TRAIN
"answer,",1,TRAIN
person,1,TRAIN
export,1,TRAIN
imports,1,TRAIN
nothin,1,TRAIN
guttural,1,TRAIN
ghetto,1,TRAIN
knives,1,TRAIN
plan:,1,TRAIN
limited,1,TRAIN
parallel,1,TRAIN
ladder,2,TRAIN
loyalties,1,TRAIN
cooperative,1,TRAIN
unbroken,1,TRAIN
generations,1,TRAIN
infuriation,1,TRAIN
"scientists,",1,TRAIN
truly,1,TRAIN
marvel,1,TRAIN
lion,1,TRAIN
nodded,1,TRAIN
understandingly,1,TRAIN
inherited,1,TRAIN
"faults,",1,TRAIN
hypocrites,1,TRAIN
differently,1,TRAIN
"hello,",2,TRAIN
"baths,",1,TRAIN
"shocks,",1,TRAIN
"lashings,",1,TRAIN
"dogs,",1,TRAIN
testicle,1,TRAIN
crushers,1,TRAIN
"fatigued,",1,TRAIN
brighter,1,TRAIN
playin',1,TRAIN
index,1,TRAIN
electronic,1,TRAIN
switches,1,TRAIN
reserved,2,TRAIN
mine,1,TRAIN
computers,1,TRAIN
branch,1,TRAIN
inventories,1,TRAIN
workable,1,TRAIN
accelerometers,1,TRAIN
modified,1,TRAIN
procedure,1,TRAIN
basketball,1,TRAIN
"bitter,",1,TRAIN
unreasoning,1,TRAIN
jealousy,1,TRAIN
beatniks,1,TRAIN
crave,1,TRAIN
participates,1,TRAIN
ordering,1,TRAIN
entries,1,TRAIN
variable,1,TRAIN
copper,1,TRAIN
earthenware,1,TRAIN
mugs,1,TRAIN
beer,1,TRAIN
chilled,1,TRAIN
soup,1,TRAIN
jumped,1,TRAIN
confronted,1,TRAIN
sidewinder,1,TRAIN
messy,1,TRAIN
negligent,1,TRAIN
choke,1,TRAIN
knowing,1,TRAIN
opportunity,1,TRAIN
response,1,TRAIN
reaction,1,TRAIN
dominated,1,TRAIN
concern,2,TRAIN
vanishing,1,TRAIN
"pink,",1,TRAIN
"tan,",1,TRAIN
frankfurter,1,TRAIN
buns,1,TRAIN
topping,1,TRAIN
inferences,1,TRAIN
modest,1,TRAIN
avoiding,1,TRAIN
conspicuous,1,TRAIN
consumption,1,TRAIN
eventualities,1,TRAIN
"logically,",1,TRAIN
practically,1,TRAIN
"opinions,",1,TRAIN
volunteered,1,TRAIN
"nothing,",1,TRAIN
betrayed,1,TRAIN
emotions,1,TRAIN
complicity,1,TRAIN
considerable,1,TRAIN
checked,1,TRAIN
motel,1,TRAIN
drove,2,TRAIN
downtown,1,TRAIN
encourage,1,TRAIN
concurrent,1,TRAIN
oceanographic,1,TRAIN
spot,1,TRAIN
"home,",1,TRAIN
argued,1,TRAIN
mark,1,TRAIN
woe,1,TRAIN
betide,1,TRAIN
interviewee,1,TRAIN
vaguely,1,TRAIN
heels,1,TRAIN
semi-heights,1,TRAIN
petting,1,TRAIN
sweetly,1,TRAIN
"calling,",1,TRAIN
tombstones,1,TRAIN
sensitive,1,TRAIN
fashioned,1,TRAIN
lawful,1,TRAIN
wedded,1,TRAIN
manufacturer,1,TRAIN
simpler,1,TRAIN
"terms,",1,TRAIN
fertilizers,1,TRAIN
insecticides,1,TRAIN
fungicides,1,TRAIN
fumbled,1,TRAIN
bandages,1,TRAIN
dumped,1,TRAIN
"wrong,",1,TRAIN
cap'n,1,TRAIN
forty-seven,1,TRAIN
states,1,TRAIN
assign,1,TRAIN
provide,1,TRAIN
employees,1,TRAIN
business,1,TRAIN
humor,1,TRAIN
volumes,1,TRAIN
combustion,1,TRAIN
reduction,1,TRAIN
guilt,1,TRAIN
tension,1,TRAIN
brakes,1,TRAIN
shrieked,1,TRAIN
wobble,1,TRAIN
weave,1,TRAIN
"microscopically,",1,TRAIN
"emphysema,",1,TRAIN
"fibrosis,",1,TRAIN
vascular,1,TRAIN
congestion,1,TRAIN
lesson,1,TRAIN
regard,1,TRAIN
bayonet,1,TRAIN
belt,1,TRAIN
scabbard,1,TRAIN
copy,1,TRAIN
"money,",1,TRAIN
myself,1,TRAIN
proved,1,TRAIN
associates,1,TRAIN
hatred,1,TRAIN
routine,1,TRAIN
alone,1,TRAIN
unauthentic,1,TRAIN
storylines,1,TRAIN
symbols,1,TRAIN
realistic,1,TRAIN
"boss,",1,TRAIN
grinned,1,TRAIN
"appetites,",1,TRAIN
"exacerbations,",1,TRAIN
despair,1,TRAIN
kin,1,TRAIN
"swiftly,",1,TRAIN
"violently,",1,TRAIN
darned,1,TRAIN
proud,1,TRAIN
mental,1,TRAIN
cerebral,1,TRAIN
movie,1,TRAIN
shattered,2,TRAIN
mold,1,TRAIN
"cavity,",1,TRAIN
patterns,2,TRAIN
clarified,1,TRAIN
thereafter,1,TRAIN
tool,1,TRAIN
lathe,1,TRAIN
religion,1,TRAIN
fosters,1,TRAIN
unoccupied,1,TRAIN
roadway,1,TRAIN
bottle,1,TRAIN
amber,1,TRAIN
cracked,1,TRAIN
"wheat,",1,TRAIN
cornmeal,1,TRAIN
"fled,",1,TRAIN
minded,1,TRAIN
notice,1,TRAIN
offices,1,TRAIN
restricted,1,TRAIN
empirical,1,TRAIN
donate,1,TRAIN
"yours,",1,TRAIN
decides,1,TRAIN
beauty,1,TRAIN
shrubs,1,TRAIN
contain,1,TRAIN
metallic,1,TRAIN
inclusions,1,TRAIN
worm,1,TRAIN
murderer,1,TRAIN
"perfect,",1,TRAIN
"necessity,",1,TRAIN
outset,1,TRAIN
post-attack,1,TRAIN
reconnaissance,1,TRAIN
pills,1,TRAIN
vitamin-and-iron,1,TRAIN
compound,1,TRAIN
officers,1,TRAIN
spirited,1,TRAIN
denunciation,1,TRAIN
grateful,1,TRAIN
orthodontist,1,TRAIN
urges,1,TRAIN
ward,1,TRAIN
"one,",1,TRAIN
female,1,TRAIN
alcoholics,1,TRAIN
sensual,1,TRAIN
"off,",1,TRAIN
shaving,1,TRAIN
upper,1,TRAIN
lip,1,TRAIN
precision,1,TRAIN
transit,1,TRAIN
lined,1,TRAIN
north,1,TRAIN
release,1,TRAIN
strain,1,TRAIN
vigilance,1,TRAIN
"with,",1,TRAIN
designer,1,TRAIN
twenty-two,1,TRAIN
twenty-three,1,TRAIN
they've,1,TRAIN
"met,",1,TRAIN
tetanus,1,TRAIN
avoided,1,TRAIN
pouring,1,TRAIN
turpentine,1,TRAIN
models,1,TRAIN
"prices,",1,TRAIN
profit,1,TRAIN
fame,1,TRAIN
egotist,1,TRAIN
decorator,1,TRAIN
tasteful,1,TRAIN
crude,1,TRAIN
wooden,1,TRAIN
tsunami,1,TRAIN
series,1,TRAIN
residential,1,TRAIN
associations,1,TRAIN
insulate,1,TRAIN
intrusions,1,TRAIN
the,599,TEST
bungalow,7,TEST
was,84,TEST
pleasantly,7,TEST
situated,7,TEST
near,8,TEST
shore,14,TEST
this,57,TEST
group,1,TEST
is,115,TEST
secularist,1,TEST
and,175,TEST
their,17,TEST
program,2,TEST
tends,1,TEST
to,351,TEST
be,87,TEST
technological,1,TEST
a,300,TEST
big,21,TEST
goat,7,TEST
idly,7,TEST
ambled,7,TEST
through,13,TEST
farmyard,7,TEST
eating,7,TEST
spinach,7,TEST
nightly,7,TEST
increases,7,TEST
strength,8,TEST
miraculously,7,TEST
got,7,TEST
heck,1,TEST
of,185,TEST
buy,23,TEST
on,100,TEST
"this,",1,TEST
dirt,1,TEST
cheap,8,TEST
at,60,TEST
twilight,7,TEST
twelfth,7,TEST
day,17,TEST
we'll,7,TEST
have,25,TEST
chablis,7,TEST
scalloped,1,TEST
edge,1,TEST
particularly,8,TEST
appealing,1,TEST
she,208,TEST
had,183,TEST
your,202,TEST
dark,171,TEST
suit,168,TEST
in,313,TEST
greasy,168,TEST
wash,168,TEST
water,170,TEST
all,222,TEST
year,177,TEST
are,111,TEST
you,86,TEST
looking,7,TEST
for,161,TEST
employment,7,TEST
don't,180,TEST
ask,169,TEST
me,192,TEST
carry,169,TEST
an,207,TEST
oily,168,TEST
rag,168,TEST
like,178,TEST
that,211,TEST
wore,17,TEST
"warm,",7,TEST
"fleecy,",7,TEST
woolen,7,TEST
overalls,15,TEST
do,22,TEST
without,17,TEST
fancy,1,TEST
tablecloths,1,TEST
we,33,TEST
can,33,TEST
get,6,TEST
it,62,TEST
if,40,TEST
"dig,",1,TEST
he,108,TEST
said,7,TEST
patiently,1,TEST
ralph,7,TEST
controlled,7,TEST
stopwatch,7,TEST
from,50,TEST
bleachers,7,TEST
may,37,TEST
say,2,TEST
his,62,TEST
problem,9,TEST
diagnosed,1,TEST
but,33,TEST
refused,2,TEST
treatment,2,TEST
why,26,TEST
charge,8,TEST
money,16,TEST
such,12,TEST
garbage,7,TEST
best,17,TEST
way,10,TEST
learn,7,TEST
solve,7,TEST
extra,8,TEST
problems,7,TEST
brochure,7,TEST
informative,7,TEST
prospective,7,TEST
buyer,7,TEST
note,1,TEST
awe,1,TEST
came,8,TEST
into,11,TEST
voice,2,TEST
set,3,TEST
aside,2,TEST
dry,2,TEST
with,56,TEST
lid,3,TEST
sugar,9,TEST
bowl,12,TEST
does,4,TEST
society,8,TEST
really,1,TEST
exist,1,TEST
as,72,TEST
entity,1,TEST
over,17,TEST
above,2,TEST
agglomeration,1,TEST
man,7,TEST
thinner,7,TEST
than,24,TEST
i,28,TEST
am,7,TEST
eyes,5,TEST
hot,2,TEST
"honey,",1,TEST
sizzled,1,TEST
regulative,1,TEST
norms,1,TEST
governing,1,TEST
subgroups,1,TEST
roles,1,TEST
spring,1,TEST
trap,2,TEST
solid,1,TEST
mounting,1,TEST
regular,1,TEST
hand,9,TEST
also,11,TEST
available,2,TEST
gunman,7,TEST
kept,7,TEST
victim,7,TEST
cornered,7,TEST
gunpoint,7,TEST
three,7,TEST
hours,15,TEST
iguanas,7,TEST
alligators,7,TEST
tropical,7,TEST
reptiles,7,TEST
did,19,TEST
any,17,TEST
corduroy,8,TEST
steve,7,TEST
bright,7,TEST
red,7,TEST
cashmere,7,TEST
sweater,7,TEST
how,14,TEST
good,20,TEST
endurance,7,TEST
they,38,TEST
go,10,TEST
bull-like,1,TEST
"muscle,",1,TEST
rule,1,TEST
ramifications,1,TEST
issue,1,TEST
enormous,1,TEST
trim,2,TEST
excess,2,TEST
clay,2,TEST
around,4,TEST
lip,1,TEST
mold,2,TEST
while,11,TEST
assembling,1,TEST
barb,7,TEST
burned,7,TEST
paper,9,TEST
leaves,8,TEST
bonfire,7,TEST
basketball,7,TEST
entertaining,7,TEST
sport,7,TEST
december,7,TEST
january,7,TEST
nice,8,TEST
months,7,TEST
spend,7,TEST
miami,7,TEST
people,20,TEST
were,50,TEST
more,28,TEST
"generous,",7,TEST
there,18,TEST
would,23,TEST
no,25,TEST
need,9,TEST
welfare,7,TEST
young,9,TEST
children,15,TEST
should,13,TEST
avoid,8,TEST
exposure,7,TEST
contagious,7,TEST
diseases,7,TEST
new,10,TEST
ideas,2,TEST
improving,2,TEST
nutrition,1,TEST
study,11,TEST
soil,1,TEST
pam,7,TEST
gives,7,TEST
driving,7,TEST
lessons,7,TEST
thursdays,7,TEST
keep,1,TEST
desserts,1,TEST
simple;,1,TEST
fruit,2,TEST
nicely,1,TEST
admitted,1,TEST
"behavior,",1,TEST
defended,1,TEST
aluminum,7,TEST
silverware,7,TEST
often,16,TEST
flimsy,7,TEST
slipped,7,TEST
sprained,7,TEST
her,63,TEST
ankle,7,TEST
steep,7,TEST
slope,7,TEST
weatherproof,7,TEST
galoshes,7,TEST
very,20,TEST
useful,7,TEST
seattle,7,TEST
bring,3,TEST
firecrackers,1,TEST
lived,2,TEST
breathed,1,TEST
mining,1,TEST
company,1,TEST
shelter,2,TEST
shown,2,TEST
provide,1,TEST
almost,1,TEST
absolute,1,TEST
fallout,2,TEST
protection,1,TEST
withdraw,7,TEST
phony,7,TEST
accusations,7,TEST
once,8,TEST
so,7,TEST
right,17,TEST
now,14,TEST
not,39,TEST
time,27,TEST
business,10,TEST
mergers,7,TEST
will,32,TEST
allow,15,TEST
rare,7,TEST
lie,7,TEST
kindergarten,7,TEST
decorate,7,TEST
classrooms,8,TEST
holidays,7,TEST
sat,9,TEST
"there,",2,TEST
sinewy,1,TEST
arms,2,TEST
swirled,1,TEST
before,23,TEST
chest,2,TEST
target,2,TEST
chart,1,TEST
quickly,1,TEST
briefly,1,TEST
tells,1,TEST
which,7,TEST
additives,1,TEST
what,16,TEST
cory,7,TEST
trish,7,TEST
played,8,TEST
tag,7,TEST
beach,7,TEST
balls,7,TEST
further,9,TEST
"prestige,",8,TEST
occasionally,7,TEST
reads,7,TEST
wall,14,TEST
street,8,TEST
journal,7,TEST
who,8,TEST
authorized,7,TEST
unlimited,7,TEST
expense,8,TEST
account,7,TEST
guess,7,TEST
question,8,TEST
answer,8,TEST
one,27,TEST
wonders,1,TEST
about,5,TEST
its,8,TEST
applicability,1,TEST
lori's,7,TEST
costume,7,TEST
needed,7,TEST
black,9,TEST
gloves,7,TEST
completely,8,TEST
elegant,7,TEST
know,2,TEST
think,1,TEST
socialized,1,TEST
medicine,1,TEST
yell,7,TEST
or,37,TEST
worry,7,TEST
silly,7,TEST
items,8,TEST
boring,7,TEST
novel,7,TEST
superb,7,TEST
sleeping,7,TEST
pill,7,TEST
some,13,TEST
these,19,TEST
speculations,1,TEST
"merit,",1,TEST
others,3,TEST
somewhat,2,TEST
ambiguous,1,TEST
puncturing,1,TEST
cutting,2,TEST
meats,1,TEST
test,1,TEST
them,14,TEST
oil,15,TEST
when,23,TEST
always,18,TEST
use,9,TEST
mine,8,TEST
wake,1,TEST
him,12,TEST
planned,7,TEST
parenthood,7,TEST
organizations,7,TEST
promote,7,TEST
birth,7,TEST
control,7,TEST
swing,7,TEST
arm,8,TEST
high,10,TEST
call,8,TEST
ambulance,7,TEST
medical,7,TEST
assistance,7,TEST
bricks,1,TEST
alternative,1,TEST
suffers,1,TEST
lack,1,TEST
unity,1,TEST
purpose,1,TEST
respect,1,TEST
heroic,1,TEST
leadership,2,TEST
fat,1,TEST
showed,2,TEST
loose,1,TEST
rolls,1,TEST
beneath,1,TEST
shirt,2,TEST
come,11,TEST
home,3,TEST
away,11,TEST
after,20,TEST
episode,1,TEST
reported,1,TEST
solar,1,TEST
activities,1,TEST
could,7,TEST
presumably,1,TEST
long,9,TEST
periods,1,TEST
flood,2,TEST
drought,1,TEST
"""presently"",",1,TEST
brother,1,TEST
breathlessly,1,TEST
properly,1,TEST
"used,",1,TEST
present,1,TEST
book,1,TEST
excellent,1,TEST
instrument,1,TEST
enlightenment,1,TEST
mother,3,TEST
autistic,2,TEST
child,3,TEST
fault,1,TEST
austere,1,TEST
yet,7,TEST
racy,1,TEST
daphne's,7,TEST
swedish,7,TEST
needlepoint,7,TEST
scarf,7,TEST
matched,7,TEST
skirt,7,TEST
sound,7,TEST
jennifer's,7,TEST
bugle,7,TEST
scared,7,TEST
antelope,7,TEST
even,12,TEST
simple,7,TEST
vocabulary,7,TEST
contains,7,TEST
symbols,7,TEST
project,8,TEST
long-range,1,TEST
goals,2,TEST
itself,3,TEST
highway,7,TEST
freeway,7,TEST
mean,7,TEST
same,10,TEST
thing,9,TEST
gifted,1,TEST
animal,1,TEST
magnetism,2,TEST
potent,1,TEST
allure,1,TEST
women,1,TEST
race,2,TEST
fog,7,TEST
prevented,7,TEST
arriving,7,TEST
serve,7,TEST
coleslaw,7,TEST
add,8,TEST
factors,1,TEST
condition,1,TEST
degree,2,TEST
realization,1,TEST
various,2,TEST
times,2,TEST
places,1,TEST
that'll,1,TEST
plenty,2,TEST
eat,4,TEST
by,38,TEST
noise,7,TEST
grows,8,TEST
annoying,7,TEST
each,25,TEST
certainly,1,TEST
can't,1,TEST
expect,1,TEST
infield,1,TEST
better,3,TEST
last,2,TEST
development,8,TEST
proceeding,7,TEST
too,11,TEST
slowly,9,TEST
grades,7,TEST
higher,8,TEST
lower,8,TEST
nancy's,7,TEST
oasis,7,TEST
mirage,7,TEST
"hurry,",1,TEST
weren't,1,TEST
my,34,TEST
hen,2,TEST
"ledger,",1,TEST
informed,1,TEST
absorbed,1,TEST
thrived,1,TEST
causeway,7,TEST
ended,7,TEST
abruptly,7,TEST
those,12,TEST
musicians,7,TEST
harmonize,7,TEST
marvelously,7,TEST
nurses',1,TEST
training,1,TEST
here,6,TEST
doesn't,2,TEST
cost,2,TEST
anything,2,TEST
please,14,TEST
take,16,TEST
dirty,14,TEST
table,14,TEST
cloth,7,TEST
cleaners,14,TEST
seemed,5,TEST
rather,8,TEST
hopeless,1,TEST
cereal,1,TEST
grains,1,TEST
been,7,TEST
used,3,TEST
centuries,1,TEST
prepare,1,TEST
fermented,1,TEST
beverages,1,TEST
carpet,7,TEST
shampooed,7,TEST
our,20,TEST
oriental,7,TEST
rug,7,TEST
muscular,7,TEST
abdomen,7,TEST
back,8,TEST
dig,7,TEST
potatoes,15,TEST
up,20,TEST
frost,7,TEST
clumsy,7,TEST
customer,7,TEST
spilled,7,TEST
expensive,7,TEST
perfume,7,TEST
grandmother,7,TEST
outgrew,7,TEST
upbringing,7,TEST
petticoats,7,TEST
exactly,1,TEST
panic,1,TEST
gave,3,TEST
"to,",1,TEST
just,6,TEST
sit,1,TEST
"poets,",1,TEST
"moreover,",1,TEST
dwell,1,TEST
human,2,TEST
passions,1,TEST
i'd,14,TEST
ride,7,TEST
"subway,",7,TEST
haven't,7,TEST
enough,11,TEST
change,7,TEST
"die,",1,TEST
"too,",2,TEST
die,3,TEST
real,9,TEST
viewpoint,7,TEST
overlooked,7,TEST
ocean,7,TEST
jane,7,TEST
earn,7,TEST
working,7,TEST
hard,10,TEST
spoke,1,TEST
soothingly,1,TEST
here's,1,TEST
where,11,TEST
luck,1,TEST
normally,1,TEST
step,1,TEST
untimely,7,TEST
income,8,TEST
loss,7,TEST
coincided,8,TEST
breakdown,7,TEST
heating,7,TEST
system,11,TEST
part,9,TEST
theme,2,TEST
formation,1,TEST
shape,1,TEST
other,8,TEST
shapes,1,TEST
evolve,1,TEST
cat's,7,TEST
meow,7,TEST
hurts,7,TEST
ears,7,TEST
cliff,7,TEST
soothed,7,TEST
luxurious,7,TEST
massage,7,TEST
youngsters,7,TEST
love,16,TEST
common,9,TEST
candy,7,TEST
treats,7,TEST
medieval,7,TEST
based,7,TEST
hierarchies,7,TEST
alice's,7,TEST
ability,7,TEST
work,11,TEST
supervision,7,TEST
noteworthy,7,TEST
destroy,7,TEST
every,15,TEST
file,7,TEST
related,7,TEST
audits,7,TEST
bob,7,TEST
papered,7,TEST
living,15,TEST
room,9,TEST
murals,7,TEST
bones,9,TEST
cartilage,1,TEST
transmit,1,TEST
poorly,1,TEST
tend,1,TEST
reflect,2,TEST
ultrasonic,1,TEST
signals,1,TEST
programs,1,TEST
emphasize,1,TEST
acceptance,1,TEST
biracial,1,TEST
peacefully,1,TEST
shall,1,TEST
effects,2,TEST
many,7,TEST
scouring,1,TEST
powders,1,TEST
contain,2,TEST
phosphates,1,TEST
political,1,TEST
order,3,TEST
economic,8,TEST
clearly,2,TEST
contrary,1,TEST
nature,2,TEST
greg,14,TEST
buys,7,TEST
fresh,7,TEST
milk,10,TEST
weekday,7,TEST
morning,14,TEST
catastrophic,7,TEST
cutbacks,7,TEST
neglect,7,TEST
poor,7,TEST
agricultural,7,TEST
products,9,TEST
unevenly,7,TEST
distributed,7,TEST
nearest,7,TEST
synagogue,7,TEST
within,11,TEST
walking,8,TEST
distance,7,TEST
only,34,TEST
vaguely,1,TEST
aware,1,TEST
sluicing,1,TEST
rain,1,TEST
leeway,7,TEST
"here,",8,TEST
rationalize,7,TEST
errors,7,TEST
identifiable,1,TEST
enemy,2,TEST
continued,1,TEST
else,2,TEST
it's,11,TEST
healthier,7,TEST
cook,7,TEST
comparable,1,TEST
trends,1,TEST
noted,1,TEST
elsewhere,1,TEST
tradition,7,TEST
requires,7,TEST
parental,7,TEST
approval,7,TEST
under-age,7,TEST
marriage,7,TEST
known,1,TEST
conformational,1,TEST
entropy,1,TEST
cranberry,7,TEST
bog,7,TEST
gets,7,TEST
pretty,8,TEST
autumn,7,TEST
"laugh,",7,TEST
"dance,",7,TEST
sing,7,TEST
fortune,7,TEST
smiles,7,TEST
upon,8,TEST
mom,7,TEST
strongly,7,TEST
dislikes,7,TEST
appetizers,7,TEST
"surprisingly,",1,TEST
approach,1,TEST
"short,",2,TEST
borrow,1,TEST
arboreal,1,TEST
"phrase,",1,TEST
slash,1,TEST
timber,1,TEST
"thing,",1,TEST
"thought,",3,TEST
nobody,3,TEST
knows,1,TEST
"more,",1,TEST
leisure,1,TEST
students',1,TEST
choices,1,TEST
ideal,1,TEST
educational,1,TEST
arbitrary,1,TEST
whimsical,1,TEST
remembered,1,TEST
well,6,TEST
happy,1,TEST
period,1,TEST
liberal-led,1,TEST
world,2,TEST
peace,1,TEST
rehabilitation,1,TEST
officials,1,TEST
meet,3,TEST
rubbish,1,TEST
sarcasm,1,TEST
followed,4,TEST
stupid,2,TEST
grin,1,TEST
thick,2,TEST
mouth,1,TEST
bad,1,TEST
teeth,10,TEST
went,1,TEST
"downstairs,",1,TEST
loaded,1,TEST
tray,2,TEST
lavishly,1,TEST
never,3,TEST
happier,1,TEST
life,5,TEST
selections,1,TEST
themselves,1,TEST
convincing,1,TEST
contributions,1,TEST
appraisal,1,TEST
morrow,1,TEST
"you,",2,TEST
boy,9,TEST
want,1,TEST
"money,",1,TEST
security,1,TEST
"bridges,",1,TEST
tunnels,1,TEST
ferries,1,TEST
most,10,TEST
methods,1,TEST
river,1,TEST
crossings,1,TEST
cheetal,1,TEST
deer,1,TEST
woodland,1,TEST
pools,1,TEST
clay;,1,TEST
reinforce,1,TEST
seam,1,TEST
coil,1,TEST
plaintiff,1,TEST
school,3,TEST
desegregation,1,TEST
cases,2,TEST
awe-inspiring,1,TEST
casual,1,TEST
style,2,TEST
crushed,1,TEST
unlined,1,TEST
white,2,TEST
leather,1,TEST
beg,8,TEST
guard,8,TEST
gallon,7,TEST
gas,8,TEST
rob,7,TEST
pond,7,TEST
sketched,7,TEST
stray,7,TEST
geese,7,TEST
combine,7,TEST
ingredients,7,TEST
large,7,TEST
aches,7,TEST
whenever,7,TEST
barometric,7,TEST
pressure,8,TEST
changes,7,TEST
"actually,",1,TEST
"said,",3,TEST
"sleep,",1,TEST
shortly,1,TEST
fitfully,1,TEST
forgot,8,TEST
shoes,8,TEST
overcharged,7,TEST
solution,1,TEST
find,1,TEST
area,1,TEST
predominantly,1,TEST
sunlight,1,TEST
shade,1,TEST
scientific,1,TEST
sampling,3,TEST
introduced,1,TEST
place,2,TEST
subjective,1,TEST
"accident,",1,TEST
"murder,",1,TEST
suicide,1,TEST
--,7,TEST
pick,10,TEST
validated,1,TEST
acts,1,TEST
districts,1,TEST
"framework,",1,TEST
"strained,",1,TEST
macabre,1,TEST
toss,1,TEST
